,id,member_id,loan_amount,funded_amount,funded_amount_inv,term,int_rate,instalment,grade,sub_grade,employment_length,home_ownership,annual_inc,verification_status,issue_date,loan_status,payment_plan,purpose,dti,delinq_2yrs,earliest_credit_line,inq_last_6mths,mths_since_last_delinq,open_accounts,total_accounts,out_prncp,out_prncp_inv,total_payment,total_payment_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_payment_date,last_payment_amount,last_credit_pull_date,collections_12_mths_ex_med,policy_code,application_type,year
2083,38312084,41095836,10000,10000,10000.0,60 months,14.31,234.3,C,C4,10+ years,RENT,35000.0,Source Verified,2021-01-01,Charged Off,n,debt_consolidation,31.62,0,01/02/1996,1,46,9,23,0.0,0.0,2426.21,2426.21,349.28,345.67,0.0,1731.26,311.6268,01/04/2021,234.3,01/12/2021,0.0,1,INDIVIDUAL,2021
2143,38301949,41085708,13475,12000,13475.0,36 months,16.49,477.01,D,D3,10+ years,RENT,41000.0,Source Verified,2021-01-01,Charged Off,n,debt_consolidation,33.93,0,01/08/2004,0,59,7,22,0.0,0.0,3314.38,3314.38,2129.06,1185.32,0.0,0.0,0.0,01/08/2021,477.01,01/01/2022,0.0,1,INDIVIDUAL,2021
2146,38301886,41085645,5000,5000,5000.0,36 months,11.44,164.74,B,B4,10+ years,OWN,37500.0,Verified,2021-01-01,Charged Off,n,debt_consolidation,19.65,1,01/02/1998,0,7,12,22,0.0,0.0,1313.78,1313.78,354.58,136.46,0.0,822.74,148.0932,01/04/2021,164.74,01/09/2021,0.0,1,INDIVIDUAL,2021
2152,38301447,41085183,35000,35000,35000.0,36 months,15.99,1230.33,D,D2,7 years,RENT,130000.0,Verified,2021-01-01,Charged Off,n,credit_card,6.25,0,01/06/2006,1,31,11,21,0.0,0.0,4890.23,4890.23,2682.02,2208.21,0.0,0.0,0.0,01/07/2021,1230.33,01/12/2021,0.0,1,INDIVIDUAL,2021
2173,38292138,41075892,24000,24000,24000.0,60 months,14.99,570.84,C,C5,10+ years,OWN,95000.0,Verified,2021-01-01,Charged Off,n,debt_consolidation,28.07,3,01/09/1999,0,5,15,46,0.0,0.0,2243.39,2243.39,1104.64,1138.75,0.0,0.0,0.0,01/05/2021,570.84,01/12/2021,0.0,1,INDIVIDUAL,2021
2214,38282424,41066196,15050,15050,15050.0,36 months,22.99,582.51,F,F1,8 years,RENT,42000.0,Verified,2021-01-01,Charged Off,n,debt_consolidation,11.43,0,01/12/2008,4,66,10,12,0.0,0.0,4039.13,4039.13,2181.45,1857.68,0.0,0.0,0.0,01/08/2021,582.51,01/01/2022,0.0,1,INDIVIDUAL,2021
2267,38272763,41056534,24000,24000,24000.0,36 months,12.39,801.63,C,C1,< 1 year,RENT,105000.0,Verified,2021-01-01,Charged Off,n,debt_consolidation,32.47,0,01/12/1999,1,31,14,27,0.0,0.0,3173.48,3173.48,2249.87,923.61,0.0,0.0,0.0,01/05/2021,801.63,01/12/2021,0.0,1,INDIVIDUAL,2021
2274,38272406,41056165,5000,5000,5000.0,36 months,14.99,173.31,C,C5,8 years,RENT,45000.0,Not Verified,2021-01-01,Charged Off,n,debt_consolidation,13.36,0,01/08/2004,3,41,13,21,0.0,0.0,1031.53,1031.53,686.23,345.3,0.0,0.0,0.0,01/07/2021,173.31,01/01/2022,0.0,1,INDIVIDUAL,2021
2275,38272401,41056160,8000,8000,8000.0,36 months,11.99,265.68,B,B5,6 years,MORTGAGE,33000.0,Not Verified,2021-01-01,Charged Off,n,debt_consolidation,23.05,0,01/07/1995,0,31,7,22,0.0,0.0,1583.42,1583.42,1142.69,440.73,0.0,0.0,0.0,01/07/2021,265.68,01/01/2022,0.0,1,INDIVIDUAL,2021
2301,38271257,41054973,10000,10000,10000.0,36 months,12.39,334.01,C,C1,5 years,OWN,64000.0,Not Verified,2021-01-01,Charged Off,n,home_improvement,20.55,1,01/08/2004,0,20,14,27,0.0,0.0,1663.17,1663.17,1177.87,485.3,0.0,0.0,0.0,01/06/2021,334.01,01/12/2021,0.0,1,INDIVIDUAL,2021
2329,38261158,41044871,14025,14025,14025.0,60 months,21.99,387.28,E,E5,4 years,MORTGAGE,39000.0,Not Verified,2021-01-01,Charged Off,n,other,29.35,0,01/10/2005,1,33,14,27,0.0,0.0,2676.69,2676.69,675.67,1981.66,19.36,0.0,0.0,01/11/2021,774.56,01/01/2022,0.0,1,INDIVIDUAL,2021
2365,38251206,41034922,10775,10775,10775.0,36 months,19.24,396.28,E,E2,6 years,RENT,53000.0,Verified,2021-01-01,Charged Off,n,small_business,20.91,0,01/09/2005,0,65,13,29,0.0,0.0,2013.03,2013.03,1154.02,859.01,0.0,0.0,0.0,01/06/2021,396.28,01/12/2021,0.0,1,INDIVIDUAL,2021
2367,38242751,41026518,35000,35000,35000.0,60 months,13.66,808.24,C,C3,9 years,RENT,84000.0,Verified,2021-01-01,Charged Off,n,credit_card,14.09,0,01/05/2000,1,31,15,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01/01/2022,0.0,01/01/2022,0.0,1,INDIVIDUAL,2021
2420,38232153,41015920,20000,20000,20000.0,36 months,8.67,632.93,B,B1,10+ years,MORTGAGE,65000.0,Source Verified,2021-01-01,Charged Off,n,debt_consolidation,17.28,0,01/10/1993,1,31,11,39,0.0,0.0,1889.16,1889.16,1475.9,413.26,0.0,0.0,0.0,01/04/2021,632.93,01/01/2022,0.0,1,INDIVIDUAL,2021
2453,38222416,41006187,21600,21600,21600.0,60 months,19.99,572.15,E,E3,10+ years,RENT,56000.0,Verified,2021-01-01,Charged Off,n,debt_consolidation,26.8,0,01/08/1999,2,31,24,46,0.0,0.0,3960.07,3960.07,1565.69,2394.38,0.0,0.0,0.0,01/08/2021,575.15,01/01/2022,0.0,1,INDIVIDUAL,2021
2483,38221279,41005004,14400,12000,14400.0,36 months,15.99,506.2,D,D2,< 1 year,MORTGAGE,52000.0,Not Verified,2021-01-01,Charged Off,n,debt_consolidation,31.2,0,01/12/1993,0,24,6,37,0.0,0.0,1493.02,1493.02,955.58,537.44,0.0,0.0,0.0,01/04/2021,506.2,01/01/2022,0.0,1,INDIVIDUAL,2021
2489,38212790,40996571,24000,24000,24000.0,36 months,15.59,838.92,D,D1,6 years,MORTGAGE,166500.0,Verified,2021-01-01,Charged Off,n,home_improvement,12.97,0,01/10/2002,1,28,12,43,0.0,0.0,4342.02,4342.02,0.0,0.0,0.0,4342.02,781.5636,01/01/2022,0.0,01/06/2021,0.0,1,INDIVIDUAL,2021
2508,38212313,40996080,16000,16000,16000.0,36 months,16.49,566.4,D,D3,< 1 year,RENT,70000.0,Verified,2021-01-01,Charged Off,n,debt_consolidation,26.47,0,01/10/2001,5,24,14,33,0.0,0.0,3365.12,3365.12,346.53,190.55,0.0,2828.04,509.0472,01/02/2021,566.4,01/07/2021,0.0,1,INDIVIDUAL,2021
2610,38191933,40975678,16000,16000,16000.0,60 months,13.507328482328484,343.83,B,B3,10+ years,MORTGAGE,60000.0,Source Verified,2021-01-01,Charged Off,n,debt_consolidation,27.5,0,01/06/1997,0,80,7,15,0.0,0.0,3422.65,3422.65,409.71,259.3,0.0,2753.64,495.6552,01/03/2021,343.83,01/08/2021,0.0,1,INDIVIDUAL,2021
2642,38182279,40966050,15000,15000,15000.0,60 months,18.54,385.33,E,E1,1 year,OWN,75000.0,Source Verified,2021-01-01,Charged Off,n,debt_consolidation,22.61,0,01/01/2001,2,60,13,36,0.0,0.0,2281.08,2281.08,957.81,1323.27,0.0,0.0,0.0,01/07/2021,385.33,01/01/2022,0.0,1,INDIVIDUAL,2021
2755,38152329,40936094,1500,1500,1500.0,36 months,15.99,52.73,D,D2,2 years,MORTGAGE,58000.0,Not Verified,2021-01-01,Charged Off,n,debt_consolidation,29.09,0,01/08/2001,0,31,15,29,0.0,0.0,155.53,155.53,99.54,55.99,0.0,0.0,0.0,01/04/2021,52.73,01/07/2021,0.0,1,INDIVIDUAL,2021
2759,38152282,40936047,21950,21950,21925.0,60 months,25.89,655.77,G,G3,< 1 year,OWN,58000.0,Source Verified,2021-01-01,Charged Off,n,debt_consolidation,19.51,1,01/02/2002,1,20,15,25,0.0,0.0,1904.17,1902.0,558.47,1345.7,0.0,0.0,0.0,01/04/2021,655.77,01/01/2022,0.0,1,INDIVIDUAL,2021
2844,38098326,40861056,8475,8475,8475.0,36 months,13.66,288.26,C,C3,< 1 year,RENT,17049.6,Verified,2021-01-01,Charged Off,n,credit_card,27.82,0,01/03/2003,0,31,5,13,0.0,0.0,1723.13,1723.13,1183.97,539.16,0.0,0.0,0.0,01/07/2021,288.26,01/01/2022,0.0,1,INDIVIDUAL,2021
2924,38038467,40801206,10500,10500,10500.0,60 months,21.99,289.94,E,E5,7 years,RENT,48000.0,Source Verified,2021-01-01,Charged Off,n,debt_consolidation,34.0,0,01/04/1996,1,67,5,15,0.0,0.0,1424.04,1424.04,505.84,918.2,0.0,0.0,0.0,01/06/2021,289.94,01/01/2022,0.0,1,INDIVIDUAL,2021
2970,38018271,40780993,8000,8000,8000.0,36 months,13.507328482328484,283.2,D,D3,2 years,RENT,82000.0,Source Verified,2021-01-01,Charged Off,n,small_business,8.91,0,01/01/2007,3,31,13,14,0.0,0.0,1684.54,1684.54,1075.98,608.56,0.0,0.0,0.0,01/07/2021,283.2,01/01/2022,0.0,1,INDIVIDUAL,2021
2993,37998482,40761223,35000,35000,35000.0,36 months,25.57,1039.03,F,F5,7 years,MORTGAGE,177000.0,Verified,2021-01-01,Charged Off,n,home_improvement,26.1,3,01/05/1995,1,15,13,43,0.0,0.0,4576.2,4576.2,1003.86,3572.34,0.0,0.0,0.0,01/06/2021,1558.55,01/12/2021,0.0,1,INDIVIDUAL,2021
3060,37958271,40720992,6000,6000,6000.0,36 months,13.507328482328484,202.14,C,C2,5 years,MORTGAGE,125000.0,Not Verified,2021-01-01,Charged Off,n,moving,23.61,1,01/07/2004,0,3,19,30,0.0,0.0,1219.18,1219.18,844.11,360.07,15.0,0.0,0.0,01/07/2021,202.14,01/01/2022,0.0,1,INDIVIDUAL,2021
3080,37938534,40701283,15000,15000,15000.0,60 months,8.67,308.98,B,B1,3 years,RENT,42000.0,Source Verified,2021-01-01,Charged Off,n,credit_card,16.49,1,01/08/2000,0,9,18,38,0.0,0.0,912.49,912.49,606.17,306.32,0.0,0.0,0.0,01/04/2021,308.98,01/01/2022,0.0,1,INDIVIDUAL,2021
3086,37938376,40701108,15000,15000,15000.0,60 months,17.86,379.76,D,D5,10+ years,MORTGAGE,58000.0,Not Verified,2021-01-01,Charged Off,n,other,34.95,0,01/04/2000,1,31,16,35,0.0,0.0,1869.03,1869.03,806.19,1062.84,0.0,0.0,0.0,01/06/2021,379.76,01/01/2021,0.0,1,INDIVIDUAL,2021
3094,37927618,40690353,20000,20000,20000.0,60 months,14.99,475.7,C,C5,4 years,MORTGAGE,85000.0,Verified,2021-01-01,Charged Off,n,debt_consolidation,27.74,0,01/12/2001,0,31,16,23,0.0,0.0,918.09,918.09,454.55,463.54,0.0,0.0,0.0,01/03/2021,475.7,01/01/2022,0.0,1,INDIVIDUAL,2021
3120,37907595,40670336,20000,20000,20000.0,60 months,19.24,521.46,E,E2,8 years,RENT,85000.0,Source Verified,2021-01-01,Charged Off,n,debt_consolidation,21.43,0,01/10/2004,0,31,6,8,0.0,0.0,4087.81,4087.81,200.79,267.23,0.0,3619.79,651.5622,01/02/2021,521.46,01/07/2021,0.0,1,INDIVIDUAL,2021
3237,37832260,40595362,12650,12650,12400.0,60 months,19.99,335.08,E,E3,10+ years,OWN,48000.0,Verified,2021-01-01,Charged Off,n,debt_consolidation,7.48,3,01/09/1989,0,21,5,7,0.0,0.0,2617.69,2565.96,124.35,196.68,0.0,2296.66,413.3988,01/02/2021,335.08,01/07/2021,0.0,1,INDIVIDUAL,2021
3254,37831593,40594600,14000,14000,14000.0,60 months,11.99,311.36,B,B5,3 years,MORTGAGE,65000.0,Verified,2021-01-01,Charged Off,n,small_business,32.37,2,01/12/1998,0,4,7,18,0.0,0.0,1226.79,1226.79,696.26,530.53,0.0,0.0,0.0,01/05/2021,311.36,01/12/2021,0.0,1,INDIVIDUAL,2021
3298,37811630,40574600,14000,14000,14000.0,36 months,19.99,370.84,E,E3,1 year,MORTGAGE,51700.0,Verified,2021-01-01,Charged Off,n,debt_consolidation,31.38,0,01/10/2004,1,62,22,39,0.0,0.0,1761.52,1761.52,711.43,1050.09,0.0,0.0,0.0,01/06/2021,370.84,01/01/2022,0.0,1,INDIVIDUAL,2021
3432,37761743,40524803,9850,9850,9850.0,36 months,17.14,351.87,D,D4,8 years,RENT,33000.0,Source Verified,2021-01-01,Charged Off,n,debt_consolidation,23.78,0,01/06/2004,1,72,17,31,0.0,0.0,2092.46,2092.46,1313.19,779.27,0.0,0.0,0.0,01/07/2021,351.87,01/01/2022,0.0,1,INDIVIDUAL,2021
3450,37752194,40515227,13375,13375,13375.0,36 months,21.99,510.73,E,E5,1 year,RENT,52000.0,Source Verified,2021-01-01,Charged Off,n,medical,36.76,0,01/05/2000,0,71,23,41,0.0,0.0,2625.06,2625.06,1377.73,1247.33,0.0,0.0,0.0,01/06/2021,510.73,01/01/2022,0.0,1,INDIVIDUAL,2021
3486,37741722,40504725,18000,18000,18000.0,60 months,9.49,377.95,B,B2,4 years,RENT,88500.0,Verified,2021-01-01,Charged Off,n,major_purchase,6.99,0,01/09/2000,0,31,6,8,0.0,0.0,21941.26,21941.26,0.0,0.0,0.0,21941.26,571.1058,01/01/2022,0.0,01/04/2021,0.0,1,INDIVIDUAL,2021
3492,37741382,40504330,35000,12000,34975.0,60 months,17.86,886.11,D,D5,6 years,RENT,77000.0,Verified,2021-01-01,Charged Off,n,debt_consolidation,39.51,1,01/03/1987,0,9,19,39,0.0,0.0,4381.09,4377.96,1881.13,2499.96,0.0,0.0,0.0,01/07/2021,20.0,01/12/2021,0.0,1,INDIVIDUAL,2021
3509,37732016,40495048,15000,15000,15000.0,60 months,15.99,364.7,D,D2,2 years,RENT,65000.0,Source Verified,2021-01-01,Charged Off,n,other,31.58,0,01/01/2000,0,31,15,20,0.0,0.0,1067.45,1067.45,501.09,566.36,0.0,0.0,0.0,01/04/2021,364.7,01/12/2021,0.0,1,INDIVIDUAL,2021
3518,37731131,40494040,18000,18000,18000.0,36 months,6.99,555.71,A,A3,10+ years,RENT,46500.0,Verified,2021-01-01,Charged Off,n,debt_consolidation,16.59,0,01/01/2005,0,31,9,22,0.0,0.0,2764.57,2764.57,2280.72,483.85,0.0,0.0,0.0,01/06/2021,555.71,01/08/2021,0.0,1,INDIVIDUAL,2021
3530,37712012,40485076,15000,12000,15000.0,60 months,25.57,445.3,F,F5,< 1 year,OWN,38000.0,Source Verified,2021-01-01,Charged Off,n,house,12.16,0,01/04/2000,3,31,9,17,0.0,0.0,2820.97,2820.97,0.0,0.0,0.0,2820.97,507.7746,01/01/2022,0.0,01/06/2021,0.0,1,INDIVIDUAL,2021
3551,37702127,40475179,24300,24300,24300.0,36 months,12.99,818.65,C,C2,10+ years,OWN,85644.0,Verified,2021-01-01,Charged Off,n,debt_consolidation,34.42,0,01/08/1998,0,31,8,18,0.0,0.0,4058.18,4058.18,2838.81,1219.37,0.0,0.0,0.0,01/06/2021,818.65,01/01/2022,0.0,1,INDIVIDUAL,2021
3632,37680848,40453683,20000,20000,20000.0,60 months,12.99,454.96,C,C2,10+ years,RENT,110000.0,Source Verified,2021-01-01,Charged Off,n,debt_consolidation,15.16,0,01/12/2001,1,31,12,20,0.0,0.0,3155.85,3155.85,1724.42,1431.43,0.0,0.0,0.0,01/08/2021,454.96,01/01/2022,0.0,1,INDIVIDUAL,2021
3656,37720840,40443672,35000,35000,35000.0,36 months,13.66,1190.45,C,C3,5 years,MORTGAGE,250000.0,Verified,2021-01-01,Charged Off,n,debt_consolidation,12.29,0,01/01/1974,0,29,13,31,0.0,0.0,9352.41,9352.41,2403.25,1114.98,0.0,5834.18,1050.1524,01/04/2021,1190.45,01/09/2021,0.0,1,INDIVIDUAL,2021
3659,37720650,40443427,7900,7900,7900.0,36 months,17.14,282.21,D,D4,9 years,RENT,83000.0,Source Verified,2021-01-01,Charged Off,n,credit_card,19.46,0,01/10/2004,0,31,7,20,0.0,0.0,1113.79,1113.79,692.14,421.65,0.0,0.0,0.0,01/05/2021,282.21,01/12/2021,0.0,1,INDIVIDUAL,2021
3684,37670882,40433721,35000,35000,35000.0,60 months,23.99,1006.68,F,F2,10+ years,MORTGAGE,90000.0,Source Verified,2021-01-01,Charged Off,n,debt_consolidation,16.92,0,01/06/1995,1,31,14,20,0.0,0.0,7373.0,7373.0,306.97,606.42,0.0,6459.61,1162.7298,01/02/2021,1006.68,01/07/2021,0.0,1,INDIVIDUAL,2021
3690,37670482,40433236,24875,24875,24875.0,60 months,13.507328482328484,742.27,G,G2,1 year,RENT,75000.0,Verified,2021-01-01,Charged Off,n,house,34.27,3,01/10/1985,2,5,28,78,0.0,0.0,2897.69,2897.69,854.44,2043.25,0.0,0.0,0.0,01/05/2021,742.27,01/01/2022,0.0,1,INDIVIDUAL,2021
3718,37661094,40424014,12000,12000,12000.0,60 months,17.14,299.14,D,D4,5 years,RENT,64227.0,Source Verified,2021-01-01,Charged Off,n,debt_consolidation,34.34,0,01/08/1984,0,34,8,12,0.0,0.0,1173.71,1173.71,522.01,651.7,0.0,0.0,0.0,01/05/2021,299.14,01/05/2021,0.0,1,INDIVIDUAL,2021
3750,37651039,40413933,20000,20000,19975.0,36 months,14.31,686.57,C,C4,5 years,RENT,65000.0,Source Verified,2021-01-01,Charged Off,n,other,23.43,0,01/09/2003,2,45,9,26,0.0,0.0,2027.91,2025.38,1360.3,667.61,0.0,0.0,0.0,01/04/2021,686.57,01/01/2022,0.0,1,INDIVIDUAL,2021
3770,37641535,40404512,20000,20000,20000.0,36 months,25.83,596.8,G,G2,1 year,RENT,100000.0,Source Verified,2021-01-01,Charged Off,n,debt_consolidation,13.26,0,01/01/2005,0,31,5,8,0.0,0.0,3826.6,3826.6,868.07,2928.69,29.84,0.0,0.0,01/09/2021,300.0,01/01/2022,0.0,1,INDIVIDUAL,2021
3778,37640409,40403154,11200,11200,11200.0,60 months,19.99,296.67,E,E3,3 years,RENT,80000.0,Not Verified,2021-01-01,Charged Off,n,credit_card,9.82,0,01/05/2010,2,31,13,24,0.0,0.0,1174.24,1174.24,451.51,722.73,0.0,0.0,0.0,01/05/2021,296.67,01/12/2021,0.0,1,INDIVIDUAL,2021
3795,37630730,40393520,11200,11200,11200.0,60 months,14.31,262.41,C,C4,10+ years,RENT,46000.0,Source Verified,2021-01-01,Charged Off,n,debt_consolidation,3.65,0,01/10/1997,2,31,11,32,0.0,0.0,1556.65,1556.65,796.52,760.13,0.0,0.0,0.0,01/07/2021,262.41,01/01/2022,0.0,1,INDIVIDUAL,2021
3907,37329237,40091954,13500,13500,13500.0,60 months,13.507328482328484,290.11,B,B3,1 year,MORTGAGE,50000.0,Not Verified,2021-01-01,Charged Off,n,credit_card,4.87,0,01/11/1987,0,31,8,27,0.0,0.0,854.59,854.59,520.82,333.77,0.0,0.0,0.0,01/04/2021,290.11,01/12/2021,0.0,1,INDIVIDUAL,2021
3930,37267525,40050280,19100,12000,19100.0,36 months,17.14,682.3,D,D4,5 years,RENT,46512.0,Source Verified,2021-01-01,Charged Off,n,debt_consolidation,11.33,0,01/08/2006,1,31,7,7,0.0,0.0,4739.73,4739.73,2992.21,1747.52,0.0,0.0,0.0,01/08/2021,682.3,01/01/2022,0.0,1,INDIVIDUAL,2021
3931,37267174,40049895,24125,24125,24125.0,36 months,24.5,952.84,F,F3,10+ years,RENT,85000.0,Source Verified,2021-01-01,Charged Off,n,small_business,22.31,2,01/01/2002,1,2,23,30,0.0,0.0,6202.3,6202.3,929.97,942.87,0.0,4329.46,779.3028,01/04/2021,952.84,01/09/2021,1.0,1,INDIVIDUAL,2021
3934,37297854,40040662,20000,20000,20000.0,36 months,14.99,693.21,C,C5,10+ years,MORTGAGE,100000.0,Source Verified,2021-01-01,Charged Off,n,small_business,23.74,2,01/11/1997,0,6,17,26,0.0,0.0,4935.81,4935.81,3222.4,1678.75,34.66,0.0,0.0,01/11/2021,100.0,01/01/2022,0.0,1,INDIVIDUAL,2021
3943,37247206,40019930,10800,10800,10800.0,36 months,10.49,350.98,B,B3,2 years,RENT,60000.0,Not Verified,2021-01-01,Charged Off,n,debt_consolidation,25.08,0,01/11/2004,1,31,9,19,0.0,0.0,1742.31,1742.31,1305.48,436.83,0.0,0.0,0.0,01/06/2021,350.98,01/12/2021,0.0,1,INDIVIDUAL,2021
3963,37157706,39930475,13800,13800,13800.0,60 months,19.24,359.81,E,E2,10+ years,MORTGAGE,62500.0,Verified,2021-01-01,Charged Off,n,debt_consolidation,30.97,0,01/01/1985,0,31,21,37,0.0,0.0,2147.35,2147.35,862.97,1266.39,17.99,0.0,0.0,01/07/2021,737.61,01/01/2022,0.0,1,INDIVIDUAL,2021
3988,37087435,39850186,12000,12000,12000.0,36 months,17.86,432.99,D,D5,9 years,RENT,42000.0,Verified,2021-01-01,Charged Off,n,debt_consolidation,26.74,1,01/09/2001,0,11,7,21,0.0,0.0,3007.12,3007.12,1862.24,1144.88,0.0,0.0,0.0,01/08/2021,432.99,01/01/2022,0.0,1,INDIVIDUAL,2021
3992,37077186,39839905,14000,14000,14000.0,36 months,15.99,492.13,D,D2,5 years,MORTGAGE,69000.0,Verified,2021-01-01,Charged Off,n,home_improvement,8.23,0,01/11/2003,0,73,9,15,0.0,0.0,3420.04,3420.04,2226.49,1193.55,0.0,0.0,0.0,01/08/2021,492.13,01/01/2022,0.0,1,INDIVIDUAL,2021
4033,36803742,39556458,23325,23325,23325.0,36 months,13.507328482328484,808.46,C,C5,10+ years,RENT,95000.0,Source Verified,2021-01-01,Charged Off,n,credit_card,3.74,2,01/06/1999,1,5,6,15,0.0,0.0,2178.07,2178.07,1062.27,1115.8,0.0,0.0,0.0,01/07/2021,100.0,01/01/2022,0.0,1,INDIVIDUAL,2021
4069,37068125,39536839,7200,7200,7200.0,36 months,14.99,249.56,C,C5,5 years,MORTGAGE,74000.0,Not Verified,2021-01-01,Charged Off,n,credit_card,22.25,0,01/07/2005,2,31,8,12,0.0,0.0,1734.93,1734.93,1160.1,574.83,0.0,0.0,0.0,01/08/2021,249.56,01/01/2022,0.0,1,INDIVIDUAL,2021
4099,36460810,39182472,16800,16800,16800.0,60 months,11.99,373.63,B,B5,1 year,RENT,40000.0,Source Verified,2021-01-01,Charged Off,n,credit_card,19.41,0,01/10/1999,0,75,13,24,0.0,0.0,2593.03,2593.03,1484.29,1108.74,0.0,0.0,0.0,01/08/2021,373.63,01/01/2022,0.0,1,INDIVIDUAL,2021
4113,36370921,39102291,6000,6000,6000.0,36 months,17.14,214.34,D,D4,1 year,RENT,20000.0,Source Verified,2021-01-01,Charged Off,n,credit_card,36.85,0,01/02/2003,0,48,8,11,0.0,0.0,1503.95,1503.95,938.02,550.93,15.0,0.0,0.0,01/08/2021,443.68,01/01/2022,0.0,1,INDIVIDUAL,2021
4202,19066284,21268989,30000,30000,30000.0,60 months,24.5,871.77,F,F3,10+ years,MORTGAGE,75000.0,Verified,2021-01-01,Charged Off,n,home_improvement,6.91,0,01/05/2001,1,42,11,14,0.0,0.0,6105.15,6105.15,1350.38,4711.18,43.59,0.0,0.0,01/09/2021,1787.13,01/01/2022,0.0,1,INDIVIDUAL,2021
4223,10224616,12086767,6500,6500,6500.0,36 months,13.507328482328484,222.1,C,C1,< 1 year,RENT,42000.0,Not Verified,2019-12-01,Charged Off,n,credit_card,14.28,0,01/06/2008,1,62,11,19,0.0,0.0,1926.49,1926.49,748.71,361.15,0.0,816.63,8.166300005,01/06/2020,222.1,01/10/2020,0.0,1,INDIVIDUAL,2019
4247,10178178,12029837,15000,15000,15000.0,36 months,19.97,557.23,D,D5,9 years,RENT,44200.0,Not Verified,2019-12-01,Charged Off,n,debt_consolidation,22.9,0,01/03/1994,1,31,22,29,0.0,0.0,8696.68,8696.68,4048.49,2638.1,0.0,2010.09,361.8162,01/01/2021,557.23,01/06/2021,0.0,1,INDIVIDUAL,2019
4263,10177613,12029356,10000,10000,10000.0,36 months,14.98,346.56,C,C3,10+ years,RENT,65000.0,Verified,2019-12-01,Charged Off,n,debt_consolidation,12.3,0,01/03/2004,2,31,9,17,0.0,0.0,5444.82,5444.82,2850.73,1307.23,0.0,1286.86,231.6348,01/01/2021,346.56,01/07/2021,0.0,1,INDIVIDUAL,2019
4266,10177387,12029201,4125,4125,4125.0,36 months,23.7,161.19,F,F1,3 years,RENT,36000.0,Verified,2019-12-01,Charged Off,n,debt_consolidation,14.03,0,01/08/2001,3,31,5,13,0.0,0.0,2376.11,2376.11,1118.96,815.06,0.0,442.09,79.5762,01/12/2020,322.38,01/05/2021,0.0,1,INDIVIDUAL,2019
4297,10176174,12028226,35000,35000,34900.0,36 months,12.85,1176.77,B,B4,3 years,RENT,100000.0,Source Verified,2019-12-01,Charged Off,n,credit_card,12.11,0,01/05/1996,0,31,7,40,0.0,0.0,13198.01,13160.3,9577.89,3620.12,0.0,0.0,0.0,01/12/2020,1200.0,01/01/2022,0.0,1,INDIVIDUAL,2019
4306,10175791,12027867,12000,12000,12000.0,36 months,16.24,423.31,C,C5,10+ years,MORTGAGE,57000.0,Verified,2019-12-01,Charged Off,n,debt_consolidation,32.02,0,01/09/1998,1,31,16,32,0.0,0.0,8042.48,8042.48,5609.75,2432.73,0.0,0.0,0.0,01/08/2021,423.31,01/01/2022,0.0,1,INDIVIDUAL,2019
4307,10175710,12027789,28000,28000,28000.0,36 months,13.507328482328484,1006.24,D,D2,10+ years,MORTGAGE,140000.0,Source Verified,2019-12-01,Charged Off,n,debt_consolidation,4.69,0,01/08/1997,1,31,9,16,0.0,0.0,4894.1,4894.1,595.19,409.22,0.0,3889.69,38.8969,01/01/2020,1006.24,01/06/2020,0.0,1,INDIVIDUAL,2019
4313,10175450,12027540,15000,15000,14875.0,60 months,25.57,445.3,F,F5,9 years,MORTGAGE,50000.0,Source Verified,2019-12-01,Charged Off,n,debt_consolidation,19.11,0,01/12/1994,3,46,10,16,0.0,0.0,5341.98,5297.45,1697.56,3644.42,0.0,0.0,0.0,01/12/2020,445.3,01/01/2022,0.0,1,INDIVIDUAL,2019
4318,10175328,12027422,8125,8125,8125.0,36 months,16.24,286.62,C,C5,3 years,RENT,45000.0,Not Verified,2019-12-01,Charged Off,n,debt_consolidation,3.39,0,01/01/2009,0,31,9,12,0.0,0.0,3418.35,3418.35,1481.9,995.86,15.0,925.59,9.2559,01/11/2020,486.62,01/01/2021,0.0,1,INDIVIDUAL,2019
4324,10175069,12027176,15000,15000,15000.0,60 months,14.98,356.7,C,C3,2 years,MORTGAGE,42000.0,Verified,2019-12-01,Charged Off,n,debt_consolidation,27.26,0,01/06/1982,0,45,14,63,0.0,0.0,4636.66,4636.66,2375.43,2261.23,0.0,0.0,0.0,01/01/2021,356.7,01/01/2022,0.0,1,INDIVIDUAL,2019
4327,10175020,12027132,35000,35000,35000.0,36 months,15.61,1223.77,C,C4,10+ years,MORTGAGE,115000.0,Verified,2019-12-01,Charged Off,n,debt_consolidation,5.66,0,01/07/2004,0,73,10,22,0.0,0.0,21355.05,21355.05,11717.03,5415.07,0.0,4222.95,760.131,01/03/2021,1223.77,01/07/2021,0.0,1,INDIVIDUAL,2019
4342,10174651,12026797,4325,4325,4325.0,36 months,14.47,148.81,C,C2,10+ years,MORTGAGE,52500.0,Verified,2019-12-01,Charged Off,n,credit_card,27.7,0,01/12/2002,1,31,12,22,0.0,0.0,1691.78,1691.78,806.67,383.77,0.0,501.34,5.013400001,01/08/2020,148.81,01/01/2021,0.0,1,INDIVIDUAL,2019
